n,z,halflife(Seconds),d-halflife
152,96,10982044800000,189345600000
152,97,28512000,345600
152,98,412773408,2840184
152,99,118800,3600
152,100,91404,144
152,101,360,450
152,102,51,10
152,103,31.1,1.299999999999999
152,104,0.00667,0.00009999999999999983
152,105,2.3,0.20000000000000018
152,106,0.0029,0.0010000000000000005
153,94,196128,19872
153,95,600,
153,96,3849.0000000000005,1.7999999999999545
153,97,11563.2,18
153,98,28338724800,1388534400
153,99,40754880,164160
153,100,259200,10368
153,101,1680,480
153,102,211.2,12.600000000000009
153,103,27,3
153,104,4.4,0.5499999999999998
153,105,4.2,0.3500000000000001
153,106,0.29,
153,107,0.035,0.013999999999999999
154,96,261928080000,
154,97,3336,66
154,98,83469852,252460.79999999702
154,99,1768608,2592.0000000001164
154,100,11664,7.199999999999818
154,101,1620,120
154,102,2.91,0.04999999999999982
154,103,4,
154,104,0.0147,0.0006499999999999987
154,105,0.51,0.16000000000000003
154,106,0.00495,0.00033
154,107,0.011800000000000001,0.003150000000000001
155,96,1008,11.999999999999943
155,98,1538784,6911.999999999884
155,99,23820480,43200
155,100,72252,252
155,101,4620,120
155,102,24.5,0.5
155,103,4.1,0.2999999999999998
155,104,2.4,0.3999999999999999
155,105,1.52,0.1299999999999999
155,106,0.178,0.013999999999999999
155,107,0.022,0.004
155,108,0.00074,0.00034499999999999993
156,98,5227200,17280
156,99,3438719.9999999995,103680.00000000023
156,100,9456,78.00000000000091
156,101,19872,179.99999999999818
156,102,0.0012,0.00019999999999999998
156,103,6.2,0.2999999999999998
156,104,0.021,0.0009999999999999992
156,105,1.8,0.40000000000000013
156,106,0.006900000000000001,0.0028000000000000004
156,108,0.0008,
157,98,5100,1080
157,99,1524,143.9999999999999
157,100,8683200,17280
157,101,4449600,25920
157,102,3480,300
157,103,180,30
157,104,68,3
157,105,35,5
157,106,1,0.19999999999999996
157,107,0.44,0.38
157,108,0.0019,0.0002000000000000002
157,109,0.0017,0.0017000000000000001
157,110,0.0000028,0.000006700000000000001
158,98,738,71.99999999999994
158,99,665280,17280
158,100,0.00037,0.00004299999999999999
158,101,5760,2160.0000000000005
158,102,0.106,0.008
158,103,2340,720
158,104,2.3,0.3999999999999999
158,105,27,8.5
158,106,0.037,0.019
158,107,0.9,0.5
158,108,0.0023,0.0009500000000000001
159,100,1.5,0.30000000000000004
159,101,2747520,43199.99999999977
159,103,14400,
159,104,600,120
159,106,14.4,3.1000000000000005
159,107,1.7,4.5
159,108,0.052000000000000005,0.010500000000000002
159,109,0.021,0.006500000000000001
159,110,0.000179,0.00012550000000000001
160,100,0.004,
160,102,0.005,
160,106,21,16
160,107,17,10
160,108,0.4,1
160,110,0.0001,0.00009000000000000002
161,104,60,45
161,108,9.7,4.800000000000001
161,109,0.005,0.00135
161,110,0.00163,0.00022999999999999995
161,111,0.0038,0.0011000000000000003
162,105,73,
162,108,22,
163,103,39600,46800
163,105,115200,32400
163,106,186,144.00000000000003
163,107,60,160
163,110,0.00017,0.000115
163,111,0.0064,0.01545
165,105,3600,4140.000000000001
165,106,144,158.99999999999997
165,107,10,8
165,108,0.76,0.475
165,109,0.44,0.49
165,113,0.00024,0.00119
166,109,0.0097,0.023200000000000005
167,107,54,138.00000000000003
167,108,0.15,0.16500000000000004
167,109,0.72,0.5599999999999999
167,110,0.0040999999999999995,0.0024999999999999996
167,111,0.004200000000000001,0.0046500000000000005
168,109,5,5.5
168,111,0.17,0.44500000000000006
169,108,0.003,0.008
169,109,8,20.5
169,110,0.18,0.039999999999999994
169,111,3.6,2.8000000000000003
169,112,0.13,0.08
169,113,0.07,0.08
170,111,17,4.5
170,112,0.0005,0.00017000000000000007
170,113,0.1,0.247
170,114,0.0025,0.0013
171,110,13,4
171,111,0.5,1.35
171,112,4,1
171,113,0.48,0.37500000000000006
171,114,0.15,0.09500000000000003
172,112,0.101,0.03150000000000001
172,113,5.5,3.4
172,114,0.16,0.05
172,115,32,
173,112,30,20
173,113,20,51.5
173,114,0.51,0.13999999999999996
173,115,87,
174,114,0.52,0.175
174,115,0.22,0.16999999999999998
174,116,0.015,0.016
175,114,0.97,0.645
175,115,0.016,0.041499999999999995
175,116,0.0063,0.005900000000000002
176,116,0.018000000000000002,0.011000000000000001
176,117,0.014,0.007500000000000001
177,116,0.053,0.0405
177,117,0.08,0.20500000000000002
